Image,Class,W400,W410,W420,W430,W440,W450,W460,W470,W480,W490,W500,W510,W520,W530,W540,W550,W560,W570,W580,W590,W600,W610,W620,W630,W640,W650,W660,W670,W680,W690,W700
nevus_orig_334.mat,nevus,0.43676767,0.4713164,0.43992993,0.40527752,0.3621413,0.3433663,0.340177,0.3374137,0.35532227,0.39278063,0.39473748,0.45940906,0.48654747,0.53728884,0.5512525,0.5703708,0.6052292,0.599603,0.56773394,0.6985403,0.744158,0.7719898,0.8017068,0.7821635,0.7409584,0.6913712,0.6630351,0.73725265,0.74177724,0.7276241,0.71288955
nevus_orig_335.mat,nevus,0.2695157,0.3138877,0.30030322,0.28877187,0.27517486,0.2645511,0.27870026,0.28372148,0.31165925,0.33373114,0.33839715,0.38323396,0.38260457,0.42192686,0.44278803,0.45966282,0.47079012,0.50340927,0.53476894,0.60689634,0.6422323,0.6833977,0.72360444,0.66900307,0.6204098,0.6148764,0.6071554,0.59696305,0.61575097,0.6114511,0.56791085
nevus_orig_336.mat,nevus,0.43929303,0.4751345,0.44261223,0.40746856,0.36461622,0.34479755,0.34198892,0.33930743,0.35913947,0.39754784,0.40068835,0.4706167,0.5018394,0.55834585,0.5755614,0.59727,0.6326087,0.62561965,0.5883736,0.7222883,0.767088,0.79273,0.82093686,0.7989497,0.7531536,0.70035106,0.669396,0.7409044,0.7508168,0.7407363,0.7362508
nevus_orig_337.mat,nevus,0.27210712,0.30746946,0.27579737,0.25535116,0.22062065,0.201715,0.20458448,0.20630103,0.23821321,0.26718846,0.25246653,0.30732527,0.31010434,0.3474445,0.35406908,0.37316996,0.3908401,0.38141435,0.36766028,0.49089733,0.54130346,0.5887866,0.6370259,0.6284175,0.60341114,0.56134397,0.5236398,0.6196396,0.6121498,0.6018,0.56401265
nevus_orig_338.mat,nevus,0.42647493,0.47165215,0.47020125,0.44585124,0.42050985,0.40340728,0.40965208,0.41219068,0.40804505,0.4562867,0.4950728,0.55759156,0.59568727,0.6522742,0.6887148,0.7000745,0.71820724,0.7558949,0.76756626,0.81586295,0.8335193,0.850071,0.86562747,0.7817488,0.71056193,0.7095439,0.7206366,0.7028367,0.7684429,0.8150026,0.84358
nevus_orig_339.mat,nevus,0.28697425,0.338799,0.32571948,0.31491318,0.30065104,0.29299673,0.31462994,0.32738277,0.36968413,0.39452115,0.39829344,0.44968727,0.4511595,0.4951813,0.5151654,0.5351382,0.55170405,0.5719056,0.593546,0.67098296,0.7043417,0.7482277,0.79520077,0.74529415,0.7001025,0.69669485,0.6913886,0.6911757,0.7067341,0.69083893,0.63691044
nevus_orig_34.mat,nevus,0.7050249,0.7767849,0.8171211,0.78319675,0.7653388,0.76314324,0.7786596,0.7966745,0.7009465,0.8447158,0.9878949,1.096029,1.2281669,1.3218952,1.4132826,1.4100362,1.3748243,1.4442123,1.4649935,1.4820038,1.5035634,1.4958988,1.4659444,1.26931,1.0968798,1.0698586,1.0815183,0.99266845,1.11676,1.1527191,1.2278422
nevus_orig_340.mat,nevus,0.4131318,0.44716722,0.4138913,0.38302234,0.35306025,0.3300499,0.3280582,0.3226261,0.3326988,0.3697327,0.37911028,0.4484655,0.4775405,0.53101337,0.55057615,0.5706942,0.6014915,0.59373826,0.55924594,0.66114867,0.6876052,0.6921182,0.70820665,0.6719264,0.620326,0.5807392,0.5558743,0.5824214,0.60658205,0.61121285,0.6159139
nevus_orig_341.mat,nevus,0.3455039,0.3978322,0.405467,0.38997015,0.3763854,0.3787407,0.3955644,0.3952901,0.38763767,0.43010584,0.46654966,0.517979,0.53822905,0.5813161,0.6103047,0.619452,0.62992626,0.69104576,0.73912317,0.78241074,0.815449,0.85970813,0.893321,0.8028443,0.73427707,0.74735075,0.75535136,0.73286,0.7933676,0.8456384,0.8519541
nevus_orig_342.mat,nevus,0.44306695,0.4847921,0.48585343,0.4685181,0.4496037,0.45162436,0.46814752,0.47388908,0.46448907,0.505746,0.5346754,0.5772423,0.60616684,0.6656032,0.7122873,0.73171043,0.7549405,0.80026644,0.84036976,0.9367472,1.0055166,1.0739259,1.1224202,1.0620751,1.0074894,0.9858493,0.96044004,0.929358,0.9350268,0.9314013,0.9106577
nevus_orig_343.mat,nevus,0.44084832,0.47403514,0.44945344,0.41549027,0.37121466,0.35158384,0.3488945,0.3502974,0.3707482,0.4064375,0.4116859,0.46868747,0.49354097,0.53728396,0.54904485,0.5617123,0.59278065,0.5917615,0.5686348,0.6836832,0.72557664,0.75328594,0.7829188,0.7610416,0.72374606,0.68790424,0.67559135,0.74112225,0.7506301,0.7372184,0.7209608
nevus_orig_344.mat,nevus,0.3724685,0.41510034,0.39773253,0.3689056,0.33447507,0.32497528,0.32901576,0.32850012,0.34518483,0.3780579,0.38855925,0.44431996,0.46398348,0.5008578,0.51089203,0.52202815,0.5490966,0.565202,0.56763965,0.64593583,0.6735039,0.6987922,0.7256837,0.6815137,0.63929814,0.6248001,0.6246146,0.67849517,0.70151025,0.7120975,0.6910879
nevus_orig_345.mat,nevus,0.38532868,0.42225677,0.405727,0.37888464,0.3512642,0.3320064,0.33151582,0.3286253,0.3250581,0.36468482,0.38589072,0.43681738,0.4557835,0.4925577,0.51191145,0.52035517,0.53387535,0.5597025,0.57055825,0.64557445,0.6794822,0.7014449,0.7245815,0.6698863,0.61676675,0.6016754,0.59749585,0.6039616,0.6367907,0.64963275,0.6408172
nevus_orig_346.mat,nevus,0.33720925,0.3909731,0.3926488,0.38075384,0.37111717,0.37234595,0.39071974,0.39158067,0.39765182,0.43530667,0.46391368,0.524379,0.54768765,0.5980014,0.6266567,0.64174217,0.65761685,0.70296055,0.732038,0.7740582,0.7916685,0.8217797,0.8475454,0.75804055,0.6865268,0.6917375,0.69307005,0.67598677,0.73333466,0.7798479,0.7848382
nevus_orig_347.mat,nevus,0.5199442,0.5707987,0.5643762,0.5260975,0.48592958,0.46001732,0.46036378,0.46473888,0.45304033,0.5196132,0.5678355,0.6458215,0.7007587,0.7634547,0.7999445,0.811784,0.8346914,0.864288,0.8531382,0.9099674,0.91719526,0.91454506,0.91410536,0.81982046,0.73073834,0.71545386,0.72637516,0.7294141,0.8073518,0.85131735,0.89326483
nevus_orig_348.mat,nevus,0.29356208,0.34462485,0.33225343,0.3162933,0.3003841,0.2922948,0.3086111,0.31133753,0.3309829,0.36408404,0.37859738,0.44569895,0.46931103,0.52361566,0.54917026,0.5705664,0.58674324,0.6115306,0.61466974,0.67111593,0.684271,0.7061893,0.73374254,0.6702902,0.6142039,0.61076385,0.6080035,0.6225403,0.6718695,0.7065512,0.71502006
nevus_orig_349.mat,nevus,0.41477683,0.4603185,0.44774148,0.41555235,0.3791891,0.36565372,0.3705056,0.37211114,0.38088375,0.42210275,0.4441767,0.5037674,0.5313773,0.5747655,0.5915765,0.6017336,0.6253787,0.65231544,0.65518284,0.7208206,0.74023455,0.7596772,0.78070563,0.7200831,0.66446936,0.65785784,0.66674757,0.69932896,0.7447337,0.772593,0.77791566
nevus_orig_35.mat,nevus,0.4519115,0.49105078,0.505507,0.47711006,0.4395208,0.41488704,0.41736853,0.42691332,0.40759137,0.46983725,0.52270114,0.5761999,0.62332743,0.67602646,0.7183345,0.71899307,0.7259914,0.7765073,0.7964865,0.8291982,0.8461904,0.86328375,0.871527,0.7792484,0.7039327,0.70768917,0.73339325,0.7148932,0.79438686,0.8514318,0.9063341
nevus_orig_350.mat,nevus,0.44664884,0.49387974,0.4813168,0.44977272,0.4157769,0.3934146,0.39583117,0.39867428,0.4054002,0.45408067,0.48372447,0.55544025,0.59593755,0.6533658,0.68082345,0.69449836,0.72146297,0.7420763,0.72875947,0.7937068,0.8033664,0.80628073,0.8145913,0.7411238,0.66932565,0.6548663,0.66234183,0.67510617,0.7360622,0.7679288,0.7901595
nevus_orig_351.mat,nevus,0.4069899,0.45587185,0.46446094,0.4417051,0.41792405,0.4112259,0.42078426,0.42186305,0.41087538,0.45940664,0.50350785,0.5583464,0.590493,0.6378748,0.6724766,0.6796317,0.6922309,0.74952406,0.7899858,0.82706547,0.8538653,0.8860379,0.90894663,0.8127839,0.73958707,0.75112396,0.76813775,0.7493877,0.820115,0.88311946,0.9095167
nevus_orig_352.mat,nevus,0.41546044,0.45268053,0.43567342,0.4050625,0.36540005,0.34258094,0.34226716,0.3431284,0.35293972,0.3927049,0.4081097,0.461477,0.4813339,0.52639794,0.54837966,0.5620003,0.58333,0.61071646,0.618506,0.712939,0.7550905,0.7900206,0.82224065,0.7739167,0.72402716,0.70585215,0.7013428,0.73598254,0.7696979,0.78727245,0.78622985
nevus_orig_353.mat,nevus,0.4307771,0.47959408,0.4952764,0.471691,0.44470775,0.44020775,0.45046592,0.45333353,0.43221077,0.48593426,0.53744143,0.5862641,0.6205881,0.66798085,0.7092017,0.7149225,0.7250105,0.7947845,0.8511185,0.8823836,0.9150423,0.95557225,0.979172,0.8724616,0.79506165,0.8091155,0.82445836,0.79837644,0.8700598,0.94476515,0.9778951
nevus_orig_354.mat,nevus,0.5639283,0.58017147,0.5520912,0.51336527,0.4603622,0.42431983,0.41473418,0.42796558,0.46196517,0.5051738,0.52519095,0.58299416,0.6222175,0.66804117,0.6886813,0.69090956,0.6848574,0.6636734,0.6170902,0.76098144,0.8337343,0.86363673,0.90245414,0.9089078,0.8852325,0.84602743,0.84039205,0.8860744,0.89725643,0.853695,0.8543561
nevus_orig_355.mat,nevus,0.3071007,0.34504884,0.31737837,0.30230033,0.2886854,0.27493772,0.2818921,0.27868682,0.29941344,0.32641235,0.32908043,0.3910269,0.40394968,0.4463567,0.4629088,0.48399967,0.50159675,0.5022194,0.49279255,0.571334,0.5922022,0.60068005,0.6214427,0.57601225,0.5285474,0.5050121,0.48136985,0.5027819,0.52404743,0.5307486,0.504575
nevus_orig_356.mat,nevus,0.37364343,0.42583442,0.427981,0.4147087,0.39836413,0.4076602,0.4316853,0.43903363,0.44835025,0.4818896,0.49988902,0.54756165,0.5707105,0.63126236,0.6715686,0.6960438,0.72174525,0.78088784,0.82771844,0.91245687,0.9615365,1.0263336,1.0719094,1.0038446,0.94483054,0.93078357,0.91707563,0.90960443,0.92077315,0.92206067,0.89548427
nevus_orig_36.mat,nevus,0.4473988,0.48377496,0.4726876,0.44759908,0.4201495,0.3993074,0.40067688,0.4013851,0.39567718,0.44098082,0.4666729,0.5250701,0.5620694,0.6181921,0.6512051,0.66280454,0.6831958,0.70439273,0.69779205,0.77529776,0.802187,0.8215528,0.8421461,0.7889012,0.73373073,0.7121467,0.7108141,0.7088296,0.7372806,0.7333967,0.7275325
nevus_orig_37.mat,nevus,0.3840746,0.43866375,0.44108266,0.43292046,0.41929236,0.42683163,0.4621682,0.48749024,0.5073835,0.5544638,0.5733289,0.6196187,0.6426276,0.709485,0.7537791,0.7806782,0.7988968,0.8441106,0.8748475,0.97947997,1.0332314,1.1069187,1.1646007,1.1227274,1.0754735,1.0560672,1.0407162,1.0255901,1.006363,0.93909514,0.87104654
nevus_orig_38.mat,nevus,0.36896443,0.43020365,0.43844593,0.43067026,0.41713125,0.42766157,0.47244447,0.5084086,0.54321194,0.5928545,0.6202339,0.66947997,0.69529015,0.7644552,0.8080276,0.8335976,0.85020655,0.8939786,0.9236382,1.0020642,1.0391936,1.1080309,1.1636456,1.1138502,1.0648875,1.0632044,1.0631529,1.0350376,1.0312,0.9775542,0.92598206
nevus_orig_39.mat,nevus,0.46159545,0.5077431,0.53617984,0.5181972,0.49761468,0.49021596,0.50831664,0.524125,0.4789869,0.5566667,0.630446,0.6761562,0.7289776,0.7955882,0.86528236,0.8734545,0.8625094,0.95176244,1.0167885,1.0495547,1.090748,1.1372218,1.1586671,1.0422363,0.9524507,0.9596586,0.97285575,0.9008082,0.96738195,1.0068403,1.0391625
nevus_orig_4.mat,nevus,0.5481915,0.60158676,0.6237885,0.598763,0.5784063,0.57275325,0.59198874,0.60670406,0.556255,0.6394441,0.7219159,0.77338034,0.827902,0.89114827,0.95292544,0.9535285,0.94356513,1.0211259,1.0752718,1.1078769,1.1486504,1.1921442,1.2163817,1.0957355,1.0011472,1.0119542,1.0219647,0.92809355,0.9957008,1.0264186,1.0431277
nevus_orig_40.mat,nevus,0.39300033,0.42292815,0.39295867,0.3672722,0.34261832,0.31541306,0.3119349,0.3080437,0.31637254,0.35116786,0.363164,0.42546055,0.4502648,0.49783573,0.51960605,0.53705513,0.5576077,0.55440336,0.52901083,0.617336,0.6414243,0.6423391,0.65581244,0.61589015,0.5648514,0.53240836,0.51271135,0.5201717,0.54817045,0.5545161,0.55878866
nevus_orig_41.mat,nevus,0.32168764,0.37598696,0.38113227,0.37553018,0.3580831,0.36720392,0.40337873,0.427451,0.45250827,0.48959574,0.49790388,0.5300613,0.5340822,0.5892828,0.6268549,0.65273046,0.67170364,0.73281074,0.78795594,0.89435047,0.9597388,1.0526257,1.123208,1.0852745,1.0495893,1.0407196,1.025198,1.0235983,1.0006998,0.9495581,0.8709578
nevus_orig_42.mat,nevus,0.35751688,0.41962364,0.42620504,0.41839576,0.40407118,0.4203309,0.46388093,0.4924495,0.5270814,0.56578135,0.5823317,0.6258763,0.6427427,0.7090259,0.7492644,0.77756673,0.8029509,0.8596008,0.90526474,0.9986625,1.0491897,1.1327333,1.196986,1.1472987,1.1010321,1.0972986,1.0903109,1.0751159,1.0647279,1.0180756,0.9537497
nevus_orig_43.mat,nevus,0.42980587,0.48123723,0.4761077,0.45653927,0.43528536,0.43308076,0.4514233,0.45954224,0.47480178,0.5105351,0.52924335,0.5848683,0.6131191,0.67539775,0.7105263,0.73220426,0.7617282,0.8048975,0.82554483,0.9094636,0.9424419,0.9881255,1.0239187,0.96012574,0.8973629,0.8804286,0.87528753,0.86434364,0.8827603,0.87402165,0.85451865
nevus_orig_44.mat,nevus,0.43851197,0.48405844,0.479413,0.46284622,0.4394899,0.43049657,0.44975352,0.46507263,0.4836462,0.52232516,0.534791,0.5825041,0.6056951,0.66939616,0.70836824,0.7308655,0.7558892,0.793989,0.8115627,0.9192132,0.96729153,1.0283842,1.0783484,1.0367496,0.98657316,0.96384215,0.9575186,0.94890803,0.94659036,0.89792615,0.8578968
nevus_orig_45.mat,nevus,0.43463513,0.48052567,0.48390466,0.473277,0.4515041,0.4475931,0.47495326,0.5001983,0.5202631,0.5669455,0.58770204,0.6285744,0.6501593,0.7168264,0.7674025,0.79204893,0.81050014,0.853863,0.89000297,1.006752,1.0775381,1.1597795,1.2232463,1.1837206,1.1398585,1.1188964,1.1015112,1.0797727,1.0618981,1.0013496,0.93755955
nevus_orig_46.mat,nevus,0.50984514,0.5451949,0.54900604,0.5201683,0.4927325,0.47686654,0.47913033,0.48032722,0.44544804,0.5064743,0.5621168,0.6156813,0.6648422,0.7246706,0.7733107,0.77810955,0.7904655,0.8289096,0.8457817,0.9081622,0.95178366,0.9829353,1.0024098,0.92135715,0.84818345,0.83160657,0.82618284,0.7726874,0.8201289,0.85239106,0.89081377
nevus_orig_47.mat,nevus,0.43344787,0.46803698,0.4511021,0.42287713,0.39312714,0.36451378,0.36127555,0.36012185,0.35671315,0.40210092,0.42863706,0.49109375,0.526545,0.5794072,0.609862,0.62180936,0.6388884,0.6548388,0.6423325,0.7146687,0.736171,0.7421508,0.7552359,0.69866675,0.64045835,0.62081826,0.6204407,0.6204908,0.66452634,0.6805868,0.69259226
nevus_orig_48.mat,nevus,0.35637718,0.39191338,0.37656406,0.35581422,0.33157253,0.30964968,0.31194317,0.3141122,0.32857522,0.35944304,0.37267,0.42558983,0.4470999,0.4916284,0.51343966,0.5255226,0.54362404,0.55929446,0.55613923,0.62441164,0.64465344,0.65918744,0.6785634,0.62871283,0.5786797,0.56371194,0.56292,0.56676227,0.59998655,0.60909003,0.6059809
nevus_orig_49.mat,nevus,0.3738396,0.42463577,0.43061417,0.4217017,0.4007219,0.40098476,0.4306802,0.45341456,0.4683475,0.5132249,0.52867144,0.56385165,0.5744849,0.63040465,0.6711573,0.693049,0.70931494,0.76721036,0.8151474,0.9184307,0.9805648,1.0626808,1.1246088,1.0795224,1.0361177,1.0238335,1.0108758,1.0011249,0.98674005,0.93706995,0.86611694
nevus_orig_5.mat,nevus,0.35497132,0.3938186,0.3734253,0.34634292,0.31708765,0.299102,0.30039862,0.2978972,0.2993189,0.33823633,0.35181212,0.4043069,0.41918308,0.45566967,0.47187755,0.480362,0.49332163,0.50902975,0.515465,0.6066713,0.6524988,0.6867553,0.72234005,0.6814576,0.63779813,0.61690974,0.6033644,0.626132,0.6446099,0.64128816,0.6126486
nevus_orig_50.mat,nevus,0.26169863,0.31767565,0.32881913,0.3229861,0.31169838,0.31853503,0.34266156,0.35051525,0.3724875,0.40314016,0.42501917,0.47939125,0.4983449,0.5456911,0.5742012,0.5909355,0.603965,0.654847,0.6963483,0.7241586,0.737354,0.77945846,0.812942,0.72810286,0.668004,0.6856826,0.69864297,0.7088588,0.76615447,0.8225773,0.83157
nevus_orig_51.mat,nevus,0.18857099,0.23701777,0.21521346,0.21043184,0.20322694,0.20175543,0.2229431,0.22747035,0.27671325,0.28846243,0.27537102,0.33024248,0.32482684,0.36255327,0.37184057,0.3967151,0.4167926,0.42526406,0.4381485,0.50832635,0.5282153,0.5582008,0.5960602,0.5506092,0.51173246,0.50304705,0.48455313,0.5191596,0.53302276,0.53673106,0.48083398
nevus_orig_52.mat,nevus,0.48175988,0.5291538,0.5370382,0.5142674,0.49011263,0.48085698,0.4980058,0.51061076,0.5062919,0.55926037,0.6019879,0.66120553,0.7114421,0.7892619,0.84488606,0.8613787,0.87717074,0.9325154,0.9549935,1.0269387,1.0646284,1.11014,1.1408502,1.0602326,0.9836359,0.9715851,0.97896737,0.9325325,0.97794783,0.9876533,1.0177649
nevus_orig_53.mat,nevus,0.51071465,0.5474357,0.53736854,0.50374943,0.46954364,0.43705514,0.4356705,0.4389476,0.4300154,0.4841055,0.5246873,0.59014475,0.638461,0.70711315,0.7518917,0.7639483,0.7799963,0.81381816,0.8051436,0.87352854,0.89357734,0.9027135,0.913411,0.8407679,0.76594305,0.749816,0.75897384,0.72295445,0.7835784,0.80716676,0.85093707
nevus_orig_54.mat,nevus,0.32883105,0.37535658,0.34091896,0.31856737,0.2871839,0.27902737,0.29047063,0.29150906,0.32681158,0.3583324,0.34524885,0.41985852,0.44095448,0.49824318,0.5127231,0.54467565,0.5733554,0.5657405,0.53224474,0.6660106,0.70532095,0.740412,0.77955097,0.76163137,0.7224284,0.67014146,0.62414,0.722094,0.7210847,0.70892364,0.6866171
nevus_orig_55.mat,nevus,0.52979034,0.573771,0.5486705,0.5067771,0.45117953,0.40754676,0.4077689,0.42668584,0.46566916,0.51849115,0.53117746,0.6186162,0.6769037,0.7619734,0.79243755,0.815719,0.86057484,0.8354936,0.7548797,0.86206895,0.8601359,0.8491225,0.8492315,0.798229,0.7198464,0.66827124,0.6608447,0.70583564,0.7605545,0.7565011,0.80365866
nevus_orig_56.mat,nevus,0.59549874,0.6032427,0.5653914,0.5255654,0.46358553,0.41664505,0.39928508,0.41383293,0.47160485,0.50925076,0.5164402,0.5836222,0.6285752,0.68266386,0.7091112,0.722555,0.72156405,0.6864632,0.62474155,0.7804177,0.84384656,0.8504587,0.8730305,0.88033277,0.85517037,0.8038525,0.7980256,0.88590336,0.89972544,0.86288,0.8678079
nevus_orig_57.mat,nevus,0.22886501,0.28872553,0.26903933,0.25948668,0.23946042,0.23642646,0.26422915,0.27937552,0.34267464,0.36040118,0.34352297,0.40397483,0.40243307,0.45379713,0.4687474,0.50149715,0.52798235,0.540952,0.5480078,0.64488584,0.67378634,0.7286402,0.78605914,0.7520406,0.71563816,0.7032948,0.6867544,0.74971527,0.7599428,0.75231284,0.70539033
nevus_orig_58.mat,nevus,0.48005813,0.517681,0.48923296,0.454149,0.4135873,0.38202623,0.37868214,0.3808042,0.39268956,0.4395152,0.45406026,0.526491,0.56402934,0.6281796,0.6576809,0.6795097,0.7051264,0.7077642,0.67109007,0.7897426,0.82226324,0.8377957,0.8580366,0.8180594,0.75458825,0.7066126,0.6836938,0.7129686,0.74307287,0.738452,0.7604963
nevus_orig_59.mat,nevus,0.45291886,0.49641594,0.47172055,0.44099072,0.40392816,0.38030267,0.38269606,0.38646674,0.40143713,0.44625387,0.45604056,0.5254154,0.55761015,0.61892027,0.6458114,0.668618,0.6927767,0.7037433,0.6796821,0.7983453,0.83276755,0.858341,0.8849513,0.84254646,0.779413,0.73293054,0.7100805,0.7485931,0.7689875,0.7542028,0.75646526
nevus_orig_6.mat,nevus,0.53899044,0.5694592,0.57873297,0.5522349,0.529846,0.5099758,0.5111034,0.5127085,0.46478987,0.5288543,0.58694917,0.6348565,0.68784297,0.7509965,0.8052482,0.8045687,0.80347985,0.8556277,0.8741362,0.9460333,0.9971004,1.038661,1.0666296,0.9930562,0.9190259,0.9043573,0.9147212,0.8377084,0.88598067,0.88506675,0.92562354
nevus_orig_60.mat,nevus,0.44606844,0.48033553,0.44210833,0.40690356,0.3645582,0.33976805,0.3381388,0.3366458,0.36150837,0.3977311,0.39600375,0.46955577,0.50189424,0.5671737,0.58933467,0.6184348,0.6610563,0.64532495,0.5965532,0.7344246,0.77296877,0.792257,0.8186039,0.8010506,0.7562677,0.6989543,0.6620518,0.72731924,0.73571306,0.726359,0.7322199
nevus_orig_61.mat,nevus,0.4563235,0.48611736,0.45211476,0.41906625,0.37503624,0.34211272,0.3384287,0.34026757,0.3699298,0.40303817,0.40097407,0.4666172,0.4943981,0.5605163,0.5894782,0.6197028,0.6588201,0.65821993,0.62525743,0.7609014,0.8013534,0.8246522,0.85187006,0.82933426,0.78225905,0.73097295,0.70522755,0.75619805,0.76975167,0.7614712,0.772719
nevus_orig_62.mat,nevus,0.18711226,0.24305621,0.21494116,0.20896028,0.19216143,0.19378714,0.22240588,0.23596631,0.3017236,0.31427714,0.2831221,0.33996677,0.3301198,0.3711364,0.3742003,0.405477,0.42910445,0.42227903,0.4175292,0.52481645,0.5567475,0.60923404,0.6674473,0.6514566,0.6283416,0.60416657,0.5687244,0.6556469,0.640484,0.61331046,0.53596056
nevus_orig_63.mat,nevus,0.44202825,0.4834708,0.45700195,0.4269603,0.39033774,0.3601745,0.36449274,0.37138775,0.3997837,0.4362345,0.4424535,0.5112884,0.54263234,0.61277103,0.64524376,0.67279947,0.70148283,0.71625656,0.6906879,0.8003438,0.82474744,0.8456985,0.87175244,0.83080375,0.77153134,0.7364013,0.7252817,0.7471639,0.7783925,0.7732654,0.7891901
nevus_orig_64.mat,nevus,0.34132987,0.389253,0.363998,0.34147912,0.30886763,0.29698068,0.3073952,0.31028846,0.34117582,0.37386918,0.3682137,0.43634346,0.4574297,0.51459956,0.533734,0.5616051,0.58610815,0.6016991,0.5874691,0.70648813,0.7422919,0.78028065,0.8169454,0.78222483,0.7330753,0.6935074,0.6653694,0.742085,0.7566914,0.7511341,0.7347901
nevus_orig_65.mat,nevus,0.35316247,0.3958654,0.3648104,0.34065664,0.3082338,0.29244217,0.29804865,0.29840663,0.32321182,0.35822433,0.35230118,0.42102,0.44142705,0.4952817,0.5131094,0.5401245,0.56603795,0.56473994,0.5401722,0.6664835,0.70658255,0.7401707,0.7763008,0.7514656,0.7068121,0.65748644,0.61905193,0.6946235,0.6987006,0.68704194,0.6689161
nevus_orig_66.mat,nevus,0.26194414,0.31529814,0.29000062,0.27691376,0.25590923,0.24710041,0.26894122,0.27924177,0.32647073,0.34936443,0.33330616,0.39501798,0.40068734,0.45526814,0.47351027,0.5051542,0.5268055,0.53992623,0.53664345,0.6331028,0.6546931,0.6922425,0.7346739,0.69877,0.6562797,0.63255787,0.6091664,0.6641871,0.67042255,0.65832096,0.618351
nevus_orig_67.mat,nevus,0.49656263,0.51853204,0.48230946,0.4493448,0.3918331,0.36097106,0.3502548,0.35614294,0.39466017,0.43287256,0.41664198,0.4789134,0.5048384,0.5589532,0.5728008,0.59681237,0.639941,0.6062123,0.5496082,0.7366704,0.8041141,0.8441907,0.8817288,0.89744824,0.86950403,0.7846925,0.7387054,0.8659155,0.83488667,0.7787215,0.74863213
nevus_orig_68.mat,nevus,0.32910177,0.38571027,0.36315188,0.34475458,0.30674627,0.30872294,0.3228906,0.32882902,0.36910364,0.40636376,0.38706738,0.45696926,0.47172886,0.52024966,0.52591735,0.5522193,0.58140326,0.5841872,0.56984496,0.7302153,0.79116017,0.8600682,0.91698414,0.89910173,0.8584077,0.79631275,0.7483664,0.89863425,0.8775566,0.836123,0.76756245
nevus_orig_69.mat,nevus,0.49017385,0.5288116,0.49088532,0.4503268,0.40466994,0.37962255,0.37492427,0.3746128,0.38801062,0.4370501,0.4466004,0.5259812,0.56649643,0.6251388,0.6420732,0.6625605,0.6946528,0.67169774,0.61172485,0.7482427,0.7851505,0.7948924,0.8125458,0.78885293,0.73316956,0.6679358,0.6275078,0.69316924,0.7047346,0.68811584,0.6939222
nevus_orig_7.mat,nevus,0.45245138,0.5153342,0.5449488,0.52392596,0.50021505,0.5003039,0.5275905,0.5460768,0.51744604,0.5958661,0.67321676,0.73199075,0.78656334,0.85817575,0.92453897,0.9342247,0.9255072,1.0228043,1.0920235,1.1050173,1.131557,1.1778075,1.2014586,1.0674193,0.9715195,0.99768156,1.0191367,0.96200436,1.0508363,1.1241443,1.159633
nevus_orig_70.mat,nevus,0.5216876,0.5820561,0.5782776,0.54545045,0.5100201,0.48331875,0.494555,0.5112931,0.5189707,0.5814357,0.6214332,0.70020163,0.75851756,0.8384368,0.87969583,0.889059,0.88662165,0.9317509,0.9129321,0.9927952,1.0047036,1.0287905,1.0506191,0.97256416,0.8813191,0.8619342,0.88245004,0.86960447,0.93538725,0.9162686,0.9459671
nevus_orig_71.mat,nevus,0.5175906,0.5411166,0.5138919,0.48003703,0.43025196,0.39853123,0.3919683,0.4000329,0.4326935,0.46802723,0.4773548,0.53113776,0.55539113,0.60127,0.6211781,0.6337944,0.6512203,0.6469036,0.6244264,0.74299866,0.7909299,0.81777954,0.84715617,0.8244598,0.78563946,0.74913037,0.73571473,0.78381217,0.79675317,0.79221016,0.79702604
nevus_orig_72.mat,nevus,0.57968587,0.6372755,0.6610219,0.6260878,0.59133434,0.57331765,0.5853166,0.5999271,0.55652004,0.6488813,0.74200654,0.8137334,0.8855602,0.9581836,1.0258104,1.0290575,1.0246478,1.0996939,1.1402527,1.1474377,1.1618286,1.1733564,1.171055,1.0192899,0.90299225,0.9193529,0.94330144,0.8729631,0.98922354,1.0814186,1.1513803
nevus_orig_73.mat,nevus,0.5661395,0.6193354,0.64390343,0.61735463,0.59227073,0.5797565,0.6005993,0.62403184,0.5714673,0.66529447,0.7564095,0.8019036,0.8521471,0.90874034,0.97012573,0.96436334,0.9405424,1.0227288,1.0818076,1.1150029,1.1628177,1.2102512,1.238141,1.1202871,1.0282971,1.0451531,1.0590162,0.9521902,1.0187459,1.0376127,1.043575
nevus_orig_74.mat,nevus,0.46286252,0.52102715,0.49101076,0.46478665,0.43520018,0.43614903,0.45906258,0.4755405,0.52740926,0.5571121,0.54070836,0.6130446,0.6503028,0.7270061,0.7356302,0.7529879,0.76962095,0.75923437,0.6920493,0.87094766,0.92442083,0.9872448,1.0449755,1.0492088,0.9978428,0.9260829,0.88744724,0.93639374,0.90693986,0.7803318,0.73384845
nevus_orig_75.mat,nevus,0.34431466,0.3917684,0.40421453,0.39519525,0.37716773,0.38031456,0.41038775,0.4341694,0.43839735,0.4879326,0.51704574,0.5517732,0.5710651,0.62064433,0.65717167,0.66833156,0.6747974,0.7231025,0.76168346,0.8390584,0.89246637,0.96481264,1.0205317,0.9758202,0.9372771,0.93610257,0.9344375,0.9182477,0.92176276,0.8916306,0.84963644
